id,place,weight_lbs,grower_name,city,state_prov,country,gpc_site,seed_mother,pollinator_father,ott,est_weight,pct_chart,variety,weight_kg,weight_class
2826-P,59,160.85221015922724,XZFJT,Houston,New York,Canada,Regional Pumpkin Festival,1755 I,1167 P,198,184,-11,Baby Bear,72.9612757105442,light
2586-P,5,160.33215661477297,MSFKL,New York,Texas,Canada,National Pumpkin Festival,1351 O,1664 P,196,176,-11,Rouge Vif d'Etampes,72.7253835832081,light
2465-P,35,151.77604554127902,HGBAC,Houston,Florida,USA,Regional Pumpkin Festival,1970 A,1896 V,177,130,27,Baby Bear,68.84440004915983,light
2183-P,93,142.53788848053665,QMWYM,Paris,Florida,USA,Local Pumpkin Festival,1706 E,1346 Y,184,148,-3,Big Moose,64.65404591166357,light
2295-P,27,146.14906583428382,HVHCA,Paris,New York,USA,Regional Pumpkin Festival,1761 O,1119 G,4,1,-5,Big Moose,66.29204706990447,light
2646-P,62,146.01865914277732,IJMKY,Houston,New York,USA,Local Pumpkin Festival,1809 L,1629 T,201,177,-16,Big Moose,66.23289563789065,light
2572-P,48,136.21451427843422,DQATD,Houston,California,USA,Regional Pumpkin Festival,1721 M,1659 F,169,128,17,Rouge Vif d'Etampes,61.78581396058353,light
2539-P,96,147.16916668694466,ECKWU,Nottingham,California,Canada,Regional Pumpkin Festival,1597 R,1697 K,189,153,-2,Baby Bear,66.7547566558646,light
2029-P,85,135.6684805551544,XZIAM,Nottingham,Texas,Canada,Regional Pumpkin Festival,1717 N,1434 M,183,142,-3,Big Moose,61.53813743197359,light
2101-P,76,142.6856673285365,WKQWD,Nottingham,New York,Canada,Regional Pumpkin Festival,1040 F,1215 T,2,5,-5,Rouge Vif d'Etampes,64.72107721488553,light
2174-P,22,142.42982725892216,XDSKB,Paris,Texas,Canada,National Pumpkin Festival,1006 T,1903 P,83,32,391,Baby Bear,64.60503020602901,light
2056-P,76,144.98420736193657,KCGKS,Houston,New York,USA,Regional Pumpkin Festival,1458 K,1734 Q,4,5,5,Marina di Chioggia,65.76367658571553,light
2174-P,15,135.47470523510128,LUOZP,New York,California,Canada,Local Pumpkin Festival,1565 M,1032 X,180,145,2,Baby Bear,61.45024249700006,light
2705-P,61,139.68093708381056,KDZQG,Los Angeles,California,Canada,Regional Pumpkin Festival,1717 H,1495 B,170,128,12,Marina di Chioggia,63.3581556137198,light
2826-P,40,138.87091874480248,ARZWB,Chicago,Texas,Canada,Local Pumpkin Festival,1642 Z,1075 H,173,127,-2,Rouge Vif d'Etampes,62.990737775292445,light
2184-P,1,125.17451962567866,FPWYI,Paris,New York,Canada,Local Pumpkin Festival,1511 K,1692 X,4,-2,-4,Marina di Chioggia,56.77816070605083,light
2711-P,81,119.74979086965322,GWXYF,Chicago,Texas,Canada,Regional Pumpkin Festival,1198 E,1840 K,167,127,-2,Marina di Chioggia,54.317547140147745,light
2836-P,47,122.56377677619456,ZBNXJ,Chicago,Florida,USA,National Pumpkin Festival,1699 V,1489 J,167,121,-1,Baby Bear,55.59394863546764,light
2714-P,44,122.23464925028384,LFANS,New York,New York,USA,National Pumpkin Festival,1090 P,1008 S,178,127,-13,Baby Bear,55.44465902273475,light
2938-P,44,124.59811000730842,LSUMG,Paris,Florida,USA,National Pumpkin Festival,1356 X,1371 P,-4,1,-4,Big Moose,56.51670591443504,light
2705-P,61,106.82648133393376,NFZMN,Chicago,Texas,Canada,Regional Pumpkin Festival,1702 S,1634 K,173,131,-11,Big Moose,48.45563732122168,light
2615-P,7,111.76686679944396,ZDRER,New York,Florida,USA,Local Pumpkin Festival,1970 A,1250 K,174,134,-13,Rouge Vif d'Etampes,50.696556645293384,light
2489-P,21,113.55200400482865,PAALJ,Chicago,Texas,Canada,Regional Pumpkin Festival,1507 M,1329 D,165,107,6,Baby Bear,51.506280600558235,light
2676-P,50,104.0231018461287,VCLOQ,Paris,Texas,USA,National Pumpkin Festival,1683 E,1722 N,-4,4,2,Baby Bear,47.18404681258921,light
2781-P,7,99.10453211609274,NGWGU,Houston,New York,USA,Regional Pumpkin Festival,1615 J,1480 B,4,-2,2,Baby Bear,44.95302293160274,light
2933-P,82,107.49575932882726,EBRNW,New York,Florida,USA,Local Pumpkin Festival,1826 Q,1334 N,166,101,-6,Big Moose,48.759216465481416,light
2554-P,29,96.940819407627,WYFHC,Paris,California,Canada,National Pumpkin Festival,1369 I,1734 L,159,108,-2,Baby Bear,43.971580156744345,light
2479-P,5,91.5744669791311,OQTWR,Houston,New York,Canada,Regional Pumpkin Festival,1659 O,1684 Z,154,90,9,Rouge Vif d'Etampes,41.53744562599803,light
2798-P,10,93.7530173379928,YYUXE,Chicago,Texas,USA,National Pumpkin Festival,1892 Z,1423 U,160,93,5,Rouge Vif d'Etampes,42.52561864037483,light
2541-P,53,87.58082510437816,YCIEH,Los Angeles,Texas,Canada,Local Pumpkin Festival,1316 I,1488 Y,0,5,4,Rouge Vif d'Etampes,39.7259616207451,light
2410-P,75,90.71545872278512,GQXVO,Houston,California,USA,National Pumpkin Festival,1819 N,1370 U,161,109,-19,Marina di Chioggia,41.14780635298555,light
2217-P,58,82.78665774222463,RGLJF,Paris,New York,Canada,Regional Pumpkin Festival,1391 C,1597 D,-2,4,5,Rouge Vif d'Etampes,37.551365658611154,light
2317-P,87,85.75051934253425,PVLMP,Chicago,California,USA,National Pumpkin Festival,1500 D,1454 P,5,-4,-1,Marina di Chioggia,38.89574956961879,light
2925-P,54,70.06606488786637,IVYGB,Houston,Texas,USA,National Pumpkin Festival,1506 X,1212 C,5,5,-2,Marina di Chioggia,31.781406504617085,light
2386-P,31,63.994146736338735,NNUUF,Nottingham,California,USA,Regional Pumpkin Festival,1909 V,1164 F,-3,-3,5,Big Moose,29.02723300642936,light
2459-P,42,77.25150970295071,USEAZ,Houston,California,Canada,Regional Pumpkin Festival,1625 J,1331 B,0,-1,0,Rouge Vif d'Etampes,35.04066678918082,light
2183-P,65,71.058369692415,GOPHZ,Chicago,Florida,Canada,Regional Pumpkin Festival,1242 Y,1288 R,5,1,4,Baby Bear,32.231508025521904,light
2025-P,32,62.48778485041112,EBGSR,Houston,New York,Canada,National Pumpkin Festival,1246 V,1277 N,135,79,-11,Baby Bear,28.343959305867678,light
2449-P,91,67.03564706370234,YNMYM,Paris,Florida,USA,National Pumpkin Festival,1264 W,1020 H,-2,1,2,Marina di Chioggia,30.406833222918873,light
2008-P,81,64.0165288252756,KJBFA,Nottingham,California,USA,Regional Pumpkin Festival,1346 R,1015 H,0,0,-4,Baby Bear,29.03738534291441,light
2509-P,75,63.77099683135748,LSXRZ,Houston,California,USA,Regional Pumpkin Festival,1989 Y,1266 X,4,3,2,Rouge Vif d'Etampes,28.9260139947291,light
2210-P,65,46.527264919877055,SMRDU,Los Angeles,California,Canada,Local Pumpkin Festival,1618 Z,1564 J,-1,4,1,Big Moose,21.104395149536874,light
2795-P,57,48.64724626801908,ENFFI,Chicago,New York,USA,National Pumpkin Festival,1831 K,1151 A,2,-3,-2,Baby Bear,22.06600172920331,light
2581-P,18,54.28093818295747,JOVAI,Houston,Florida,Canada,Local Pumpkin Festival,1619 X,1278 L,4,1,-4,Marina di Chioggia,24.621399312284044,light
2924-P,42,44.24805255699903,BORVY,Chicago,California,Canada,National Pumpkin Festival,1742 D,1942 I,120,59,-27,Rouge Vif d'Etampes,20.0705626554343,light
2669-P,45,19.66274446696043,TMNRG,Paris,California,USA,National Pumpkin Festival,1875 S,1217 C,-5,4,1,Marina di Chioggia,8.918863588257516,light
2134-P,17,24.72930785603821,LKUZU,Nottingham,California,USA,National Pumpkin Festival,1875 T,1736 O,2,5,0,Marina di Chioggia,11.217016209036084,light
2528-P,14,1744.660818612203,RSTBE,Paris,Texas,Canada,Regional Pumpkin Festival,1781 I,1971 M,443,1691,-1,Rouge Vif d'Etampes,791.3641900359464,heavy
2082-P,5,1483.2085920352488,UDKCM,Houston,Texas,USA,Local Pumpkin Festival,1356 Y,1384 K,398,1373,13,Marina di Chioggia,672.7715516784525,heavy
2959-P,83,1466.0906942253932,DPNAG,Paris,Texas,Canada,Local Pumpkin Festival,1253 Z,1426 L,418,1467,4,Marina di Chioggia,665.0070101750846,heavy
2172-P,64,1412.7690877927466,NEEBG,Houston,California,Canada,Local Pumpkin Festival,1341 K,1175 A,384,1218,15,Baby Bear,640.8207560700876,heavy
2834-P,24,1198.946518477239,SWXMF,Los Angeles,Texas,Canada,Regional Pumpkin Festival,1529 S,1999 O,-4,-2,-1,Marina di Chioggia,543.8325492091277,heavy
2585-P,69,1047.0799088692293,GAONQ,Houston,Texas,Canada,National Pumpkin Festival,1112 Y,1276 G,349,956,5,Marina di Chioggia,474.9470700238114,heavy
2838-P,6,986.1171572495252,VLSCM,New York,Texas,Canada,National Pumpkin Festival,1574 A,1328 H,365,1052,-3,Rouge Vif d'Etampes,447.29485359112664,medium
2918-P,76,884.0146576523781,HRWFH,Chicago,Florida,Canada,Local Pumpkin Festival,1091 M,1945 H,340,897,4,Rouge Vif d'Etampes,400.9819765938575,medium
2499-P,7,730.8917521107942,BKBEE,Houston,New York,USA,National Pumpkin Festival,1863 C,1856 E,308,661,7,Baby Bear,331.52665162343936,medium
2855-P,69,655.6667673978955,QYZYL,Chicago,Texas,Canada,Local Pumpkin Festival,1047 E,1298 J,301,631,9,Baby Bear,297.40520035754616,medium
2624-P,82,633.1273922747001,INQRV,Los Angeles,Florida,USA,Local Pumpkin Festival,1716 A,1442 Q,311,648,1,Rouge Vif d'Etampes,287.18152011666575,medium
2439-P,47,484.311801164411,PREOA,New York,New York,USA,Regional Pumpkin Festival,1631 Y,1966 W,276,466,2,Big Moose,219.6799585137675,light
2236-P,86,419.5989422723651,URAWM,Los Angeles,New York,Canada,Regional Pumpkin Festival,1475 S,1321 C,281,474,-12,Big Moose,190.32672342320663,light
2691-P,88,320.30750360991806,GBVAR,Paris,Florida,Canada,Regional Pumpkin Festival,1380 O,1707 L,262,396,-14,Big Moose,145.28892117742996,light
2517-P,28,231.5395791769028,YWWAT,Houston,New York,USA,Local Pumpkin Festival,1440 M,1045 O,223,236,-1,Baby Bear,105.0245007980097,light
2257-P,17,162.6741368761286,HIRTI,Chicago,Florida,USA,Regional Pumpkin Festival,1685 H,1895 Q,183,157,3,Marina di Chioggia,73.78768709391693,light
2864-P,3,12.343833683803677,OQPQY,Nottingham,Texas,Canada,National Pumpkin Festival,1699 O,1208 P,-1,932,-96,Marina di Chioggia,5.5990642083038775,light
2575-P,7,2368.574946324341,EWCCY,Nottingham,New York,USA,Local Pumpkin Festival,1711 N,1234 G,473,2129,8,Marina di Chioggia,1074.3666470531505,heavy
2068-P,69,2093.8242265954614,ZSGXR,Paris,New York,USA,National Pumpkin Festival,1018 T,1606 W,443,1851,8,Marina di Chioggia,949.7419185898885,heavy
2763-P,40,2051.088333455287,UCFPW,Chicago,New York,Canada,National Pumpkin Festival,1368 U,1220 D,459,2023,-1,Rouge Vif d'Etampes,930.3572593486505,heavy
2998-P,15,1999.8348361440003,XSBOP,Houston,California,USA,National Pumpkin Festival,1914 S,1820 U,453,1913,6,Rouge Vif d'Etampes,907.1090829962294,heavy
2339-P,64,1943.3893536981195,FIQPM,Nottingham,California,USA,National Pumpkin Festival,1651 E,1824 M,434,1716,17,Big Moose,881.5058637226374,heavy
2844-P,39,1919.7341561261564,EYOWQ,Nottingham,California,Canada,National Pumpkin Festival,1575 S,1975 F,442,1811,6,Big Moose,870.7760553455755,heavy
2689-P,36,1876.9222085783256,HQEFP,Paris,Florida,Canada,Local Pumpkin Festival,1362 D,1194 Y,425,1694,8,Marina di Chioggia,851.3568984334598,heavy
2541-P,13,1881.1447763310744,WJFVL,Houston,California,Canada,Local Pumpkin Festival,1478 T,1838 W,440,1807,3,Big Moose,853.2722213855646,heavy
2741-P,69,1843.3282723221928,BJYLF,New York,Florida,USA,National Pumpkin Festival,1788 W,1528 W,423,1643,9,Marina di Chioggia,836.118957699168,heavy
2867-P,19,1827.539937567897,JRADW,Paris,California,Canada,National Pumpkin Festival,1525 O,1789 V,435,1741,5,Baby Bear,828.9574953612974,heavy
2964-P,37,1797.3006050856784,DBHJH,Houston,New York,Canada,Local Pumpkin Festival,1459 V,1811 M,419,1547,17,Rouge Vif d'Etampes,815.241176062023,heavy
2380-P,58,1799.7626274954528,UMCHN,Nottingham,Texas,Canada,Regional Pumpkin Festival,1818 W,1945 U,407,1473,20,Rouge Vif d'Etampes,816.3579297309174,heavy
2942-P,35,1789.3210667939857,HGJGI,Paris,Texas,USA,National Pumpkin Festival,1856 Y,1428 E,441,1778,5,Baby Bear,811.6217213292175,heavy
2982-P,28,1774.8407715782523,ZYJJV,Houston,New York,Canada,National Pumpkin Festival,1457 Q,1146 J,-2,-2,4,Big Moose,805.0535752617226,heavy
2400-P,43,1771.508366463706,MVQNP,Los Angeles,New York,Canada,Regional Pumpkin Festival,1052 F,1830 Y,443,1800,-1,Rouge Vif d'Etampes,803.5420229610053,heavy
2936-P,12,1746.3964247219265,FOVPN,Nottingham,Texas,USA,National Pumpkin Festival,1234 L,1451 J,440,1821,-5,Baby Bear,792.151447082468,heavy
2898-P,18,1746.7017453480512,SOIDR,Nottingham,New York,USA,Regional Pumpkin Festival,1881 M,1480 E,420,1640,2,Big Moose,792.2899380759133,heavy
2317-P,35,1731.7538115754724,HHBWZ,Chicago,New York,Canada,Regional Pumpkin Festival,1962 U,1608 T,427,1705,3,Marina di Chioggia,785.5096749001417,heavy
2888-P,96,1710.5520629016685,YEWAV,Nottingham,Texas,USA,Local Pumpkin Festival,1107 X,1460 G,415,1598,6,Marina di Chioggia,775.8927313156936,heavy
2890-P,9,1718.843032582663,FHIYI,Houston,California,USA,Local Pumpkin Festival,1013 F,1817 P,411,1532,12,Big Moose,779.6534488352353,heavy
2861-P,86,1707.3392823319882,IDCSY,Nottingham,New York,Canada,National Pumpkin Festival,1704 L,1155 Y,407,1445,18,Big Moose,774.4354397515311,heavy
2119-P,40,1690.5904557844624,PPPTH,Nottingham,New York,Canada,National Pumpkin Festival,1742 V,1255 B,415,1586,1,Big Moose,766.8383060201859,heavy
2836-P,60,1673.5004975311458,CJPFE,New York,California,USA,National Pumpkin Festival,1688 S,1882 U,424,1603,0,Rouge Vif d'Etampes,759.0864376761475,heavy
2170-P,56,1670.0417441073805,XMRVF,Nottingham,Texas,Canada,Local Pumpkin Festival,1678 X,1259 H,434,1688,1,Rouge Vif d'Etampes,757.517574793155,heavy
2663-P,95,1656.2134460397065,FUQRQ,Paris,California,USA,Local Pumpkin Festival,1024 G,1275 P,428,1639,4,Big Moose,751.2451694160425,heavy
2750-P,22,1648.5254667960107,SEFPQ,Nottingham,California,Canada,Local Pumpkin Festival,1726 K,1839 H,428,1667,3,Rouge Vif d'Etampes,747.757963534936,heavy
2813-P,47,1656.4870340032503,NBZKF,New York,Florida,Canada,National Pumpkin Festival,1814 T,1844 I,420,1593,8,Rouge Vif d'Etampes,751.3692667276023,heavy
2963-P,22,1637.6981941591948,SEKFJ,Chicago,California,USA,National Pumpkin Festival,1302 V,1198 H,421,1636,-4,Rouge Vif d'Etampes,742.8467992850575,heavy
2065-P,54,1617.177006128244,TPEGL,Nottingham,California,Canada,Regional Pumpkin Festival,1399 S,1277 Z,415,1518,7,Rouge Vif d'Etampes,733.5385525637225,heavy
2322-P,52,1613.2222142927349,CKHXA,Chicago,Texas,Canada,Local Pumpkin Festival,1130 A,1903 A,425,1619,5,Marina di Chioggia,731.7446906254702,heavy
2493-P,52,1615.187099179253,PHRUK,New York,New York,Canada,Regional Pumpkin Festival,1720 H,1003 W,426,1700,-8,Rouge Vif d'Etampes,732.6359466909157,heavy
2822-P,94,1609.5389657504857,KZPTU,Chicago,Texas,USA,Regional Pumpkin Festival,1827 Q,1550 N,406,1449,12,Marina di Chioggia,730.0739985526943,heavy
2596-P,26,1610.3057998558506,GCWZC,New York,California,Canada,Local Pumpkin Festival,1837 I,1272 S,420,1576,3,Rouge Vif d'Etampes,730.421828368215,heavy
2972-P,82,1612.475840784609,QAPRO,Houston,Texas,Canada,National Pumpkin Festival,1282 E,1448 Q,413,1573,1,Big Moose,731.4061415731724,heavy
2114-P,39,1609.4249382708222,EKCWR,Chicago,Texas,USA,National Pumpkin Festival,1344 B,1804 T,425,1656,-6,Big Moose,730.0222766001388,heavy
2837-P,36,1595.7457355530933,RCEZO,New York,New York,USA,Local Pumpkin Festival,1567 K,1190 Q,-5,-3,-4,Big Moose,723.8174996809987,heavy
2205-P,44,1590.7761699929831,KYNWA,Paris,New York,Canada,National Pumpkin Festival,1473 Z,1420 X,430,1645,-5,Big Moose,721.5633444994572,heavy
2281-P,22,1577.3427809290588,FVSNI,Los Angeles,Florida,Canada,Local Pumpkin Festival,1500 V,1020 Z,428,1650,-6,Baby Bear,715.4700666871736,heavy
2885-P,42,1570.2188085317612,NQJZP,Nottingham,New York,Canada,National Pumpkin Festival,1222 T,1301 S,416,1539,5,Baby Bear,712.2386897995386,heavy
2027-P,77,1573.9431444481015,YJQCJ,New York,California,USA,Regional Pumpkin Festival,1134 W,1818 B,439,1826,-15,Rouge Vif d'Etampes,713.9280187765032,heavy
2232-P,20,1566.6544811539352,GIKUH,Paris,New York,USA,Local Pumpkin Festival,1696 U,1020 B,413,1561,-3,Baby Bear,710.6219394155758,heavy
2722-P,13,1545.490112118423,QSCLH,Nottingham,Texas,USA,Local Pumpkin Festival,1474 S,1889 B,431,1701,-14,Rouge Vif d'Etampes,701.0219509360197,heavy
2573-P,93,1533.762064350769,ISCRZ,Los Angeles,Texas,USA,National Pumpkin Festival,1385 K,1652 X,422,1574,-1,Baby Bear,695.702202292994,heavy
2999-P,49,1528.5572847211731,JQKWA,Nottingham,Florida,Canada,National Pumpkin Festival,1083 V,1542 F,414,1549,0,Baby Bear,693.3413558912464,heavy
2708-P,47,1524.9927361784503,NLCKF,Chicago,California,Canada,Local Pumpkin Festival,1045 V,1414 A,419,1586,-1,Big Moose,691.7245051886556,heavy
2038-P,31,1520.567181894742,DUDUL,Los Angeles,Florida,USA,Regional Pumpkin Festival,1776 A,1114 Q,424,1589,-6,Rouge Vif d'Etampes,689.7171091699997,heavy
2200-P,90,1520.451967661269,MCUNY,Paris,New York,USA,National Pumpkin Festival,1864 F,1750 K,400,1366,6,Big Moose,689.6648489154103,heavy
2144-P,51,1509.605497840792,CBKMP,Chicago,New York,USA,Regional Pumpkin Festival,1605 U,1931 D,417,1572,-4,Big Moose,684.7449769766005,heavy
2805-P,92,1503.8824183819816,SXOJL,Paris,New York,USA,National Pumpkin Festival,1603 Q,1212 T,405,1419,7,Marina di Chioggia,682.1490339187197,heavy
2241-P,35,1494.7568537816403,DTGCQ,New York,New York,Canada,National Pumpkin Festival,1704 Y,1064 N,400,1404,7,Marina di Chioggia,678.0097508205217,heavy
2216-P,77,1491.486940501817,KVHFJ,Houston,Texas,USA,Local Pumpkin Festival,1607 Q,1411 F,407,1477,5,Big Moose,676.5265443161002,heavy
2591-P,23,1485.4160284884274,FOJZT,Houston,New York,Canada,Local Pumpkin Festival,1456 P,1836 L,397,1416,7,Marina di Chioggia,673.7728271941228,heavy
2111-P,78,1487.1210494972763,GLPCT,Los Angeles,New York,USA,Local Pumpkin Festival,1912 I,1239 D,416,1579,-7,Big Moose,674.5462110835686,heavy
2642-P,51,1488.2972866404805,DPUJZ,Paris,Florida,USA,National Pumpkin Festival,1101 I,1479 D,399,1408,3,Marina di Chioggia,675.0797428418288,heavy
2737-P,52,1469.249794719182,GSFTN,New York,New York,Canada,Regional Pumpkin Festival,1880 S,1556 Q,404,1483,-3,Marina di Chioggia,666.4399528862632,heavy
2831-P,24,1471.070868013427,RQEXP,Paris,New York,USA,Local Pumpkin Festival,1029 I,1992 G,3,-4,3,Baby Bear,667.2659771639463,heavy
2217-P,64,1461.2341059101743,WQTPA,Los Angeles,New York,USA,Local Pumpkin Festival,1137 Y,1113 X,1,1,-3,Marina di Chioggia,662.8041005680078,heavy
2147-P,6,1452.4720397721976,SRBUW,New York,Florida,Canada,National Pumpkin Festival,1739 O,1622 X,388,1335,4,Baby Bear,658.8296974643506,heavy
2477-P,85,1447.3332687895745,PPKMJ,Paris,Texas,USA,Regional Pumpkin Festival,1995 O,1723 Y,-3,3,5,Baby Bear,656.4987920568007,heavy
2342-P,60,1441.9455524761229,OFVOQ,Paris,Florida,USA,Local Pumpkin Festival,1718 S,1389 D,404,1482,0,Big Moose,654.0549670387495,heavy
2088-P,78,1443.9919429775327,XPTIP,New York,California,USA,Regional Pumpkin Festival,1938 U,1453 R,417,1522,-7,Rouge Vif d'Etampes,654.983193399065,heavy
2629-P,19,1440.5876863226297,NFLFE,New York,New York,USA,Local Pumpkin Festival,1435 L,1899 Y,456,2000,-30,Baby Bear,653.4390498144543,heavy
2659-P,91,1441.6235823221505,VBSDO,Los Angeles,Florida,USA,Regional Pumpkin Festival,1153 E,1803 A,412,1493,-9,Rouge Vif d'Etampes,653.9089239526688,heavy
2777-P,70,1427.385018718429,EYFSX,Los Angeles,Florida,USA,National Pumpkin Festival,1522 Q,1192 U,396,1379,0,Rouge Vif d'Etampes,647.4504254105296,heavy
2302-P,61,1419.2851185593754,RCQOU,Paris,New York,USA,Local Pumpkin Festival,1759 L,1864 L,400,1459,-7,Marina di Chioggia,643.7763754975842,heavy
2277-P,90,1423.4174325261265,FJREE,Chicago,New York,USA,Regional Pumpkin Festival,1078 K,1157 R,407,1445,-6,Baby Bear,645.6507600543907,heavy
2658-P,33,1412.992798641324,IBJLI,Los Angeles,California,USA,Local Pumpkin Festival,1231 A,1242 H,412,1506,-9,Big Moose,640.9222295213154,heavy
2276-P,19,1409.7494045058263,NYRAP,Houston,Texas,USA,Local Pumpkin Festival,1669 Y,1409 D,403,1417,0,Marina di Chioggia,639.4510518886068,heavy
2250-P,55,1416.453324124217,XAGUX,Paris,California,USA,Regional Pumpkin Festival,1769 F,1243 R,419,1637,-11,Rouge Vif d'Etampes,642.4918961961519,heavy
2816-P,26,1414.568201057613,HVTBM,Nottingham,Texas,Canada,Local Pumpkin Festival,1228 N,1617 E,426,1695,-19,Rouge Vif d'Etampes,641.6368194541247,heavy
2171-P,44,1403.2908024005592,NGUFV,Los Angeles,Florida,USA,National Pumpkin Festival,1618 Y,1359 Q,405,1478,-4,Baby Bear,636.5214816424744,heavy
2655-P,77,1405.5781446481124,MLOZW,Chicago,California,USA,National Pumpkin Festival,1443 A,1896 A,388,1319,8,Marina di Chioggia,637.5590017872265,heavy
2803-P,97,1392.6849344745278,SWBKT,Chicago,New York,Canada,Regional Pumpkin Festival,1831 J,1210 Z,419,1569,-16,Rouge Vif d'Etampes,631.71074479817,heavy
2369-P,22,1393.2728120600805,XABBB,Los Angeles,New York,Canada,Regional Pumpkin Festival,1149 Y,1674 D,412,1508,-4,Baby Bear,631.977401367956,heavy
2952-P,57,1388.206428556703,XVDSU,Chicago,Texas,Canada,Local Pumpkin Festival,1700 P,1343 U,-4,-1,-1,Marina di Chioggia,629.6793303418921,heavy
2065-P,33,1381.3206832725557,TZYBF,New York,Florida,Canada,National Pumpkin Festival,1724 S,1556 F,409,1493,-11,Marina di Chioggia,626.5560113669651,heavy
2902-P,35,1376.1723543526605,KBBPZ,Chicago,California,USA,National Pumpkin Festival,1970 P,1393 X,401,1370,2,Rouge Vif d'Etampes,624.220770555532,heavy
2554-P,48,1379.2422784985974,JLAZX,Los Angeles,Texas,USA,National Pumpkin Festival,1498 L,1717 X,383,1299,1,Big Moose,625.6132635887358,heavy
2679-P,100,1368.1043278630823,CSLIK,Los Angeles,Florida,Canada,Local Pumpkin Festival,1251 Q,1700 Q,410,1457,-2,Rouge Vif d'Etampes,620.5611782840712,heavy
2076-P,97,1370.0562960626555,TMTMO,Chicago,Florida,USA,Local Pumpkin Festival,1687 M,1880 A,382,1287,10,Baby Bear,621.446575443652,heavy
2772-P,52,1363.2009730953723,XCWZF,Los Angeles,Florida,Canada,Local Pumpkin Festival,1100 V,1142 B,380,1240,5,Marina di Chioggia,618.3370557882761,heavy
2377-P,53,1340.097144654021,TIHPA,Chicago,New York,USA,Local Pumpkin Festival,1926 K,1522 G,376,1217,10,Marina di Chioggia,607.8573440379066,heavy
2005-P,11,1322.7780402610078,UAZPT,Paris,Texas,Canada,National Pumpkin Festival,1682 M,1107 J,382,1235,12,Baby Bear,600.001536838071,heavy
2051-P,17,1333.564025023952,NWDDH,Los Angeles,Texas,USA,Local Pumpkin Festival,1382 N,1684 I,-3,0,2,Rouge Vif d'Etampes,604.8939732386643,heavy
2624-P,100,1325.451478080824,JEDVM,Nottingham,California,Canada,Regional Pumpkin Festival,1690 Z,1377 T,396,1408,-6,Marina di Chioggia,601.2141868456371,heavy
2758-P,100,1331.2111519183964,PHSGD,Nottingham,California,USA,Local Pumpkin Festival,1127 S,1922 G,394,1325,5,Big Moose,603.8267288209693,heavy
2249-P,5,1321.231663051061,WEYAS,Paris,Texas,Canada,Regional Pumpkin Festival,1075 R,1811 K,408,1468,-9,Rouge Vif d'Etampes,599.3001125066569,heavy
2495-P,79,1304.6030210163444,WVKMZ,Chicago,California,Canada,Local Pumpkin Festival,1211 L,1414 F,379,1262,6,Rouge Vif d'Etampes,591.7574935088456,heavy
2693-P,100,1314.710735422559,ASBPN,Paris,New York,Canada,Regional Pumpkin Festival,1165 M,1310 Y,398,1365,-10,Big Moose,596.3422719017894,heavy
2162-P,54,1305.703347091563,QYIKZ,Houston,Florida,Canada,Regional Pumpkin Festival,1814 M,1244 F,390,1300,-3,Marina di Chioggia,592.2565926139563,heavy
2078-P,34,1297.604701961391,NLXYX,Nottingham,New York,Canada,Local Pumpkin Festival,1309 C,1830 A,407,1443,-11,Marina di Chioggia,588.5831119720713,heavy
2087-P,24,1282.7892800457776,ACYWW,Chicago,Florida,Canada,Local Pumpkin Festival,1629 P,1409 R,372,1146,18,Big Moose,581.8629551145243,heavy
2985-P,51,1282.000377871096,CIEHJ,New York,California,Canada,National Pumpkin Festival,1047 A,1227 T,369,1169,11,Rouge Vif d'Etampes,581.5051153993061,heavy
2982-P,86,1270.3853608248755,IMKKX,Paris,California,USA,Local Pumpkin Festival,1637 J,1026 G,388,1295,-2,Marina di Chioggia,576.236636587277,heavy
2983-P,40,1289.4012945592403,FTQSI,Chicago,Texas,Canada,Local Pumpkin Festival,1197 P,1456 R,382,1254,4,Marina di Chioggia,584.862112001715,heavy
2651-P,10,1275.6368038780988,QZJKF,New York,Texas,USA,Local Pumpkin Festival,1427 F,1804 J,395,1343,-5,Big Moose,578.6186491446746,heavy
2994-P,66,1268.5538032123818,TFXCK,Houston,Texas,USA,National Pumpkin Festival,1697 I,1163 O,368,1167,4,Big Moose,575.4058567067107,heavy
2159-P,83,1271.492947413586,TNVRA,Houston,Texas,Canada,Local Pumpkin Festival,1324 K,1872 S,388,1339,-2,Big Moose,576.7390290032233,heavy
2392-P,82,1255.1963457362726,ZHJBM,Houston,California,USA,Regional Pumpkin Festival,1143 X,1934 V,397,1364,-12,Marina di Chioggia,569.3470208552073,heavy
2168-P,93,1242.8400011248889,BKFPF,New York,Texas,Canada,Local Pumpkin Festival,1373 K,1568 K,374,1172,1,Rouge Vif d'Etampes,563.7422817902406,heavy
2058-P,22,1254.4833905883131,HMETK,Nottingham,Florida,USA,National Pumpkin Festival,1685 I,1439 V,-2,-5,4,Rouge Vif d'Etampes,569.0236301037341,heavy
2655-P,11,1250.485640592873,RLQOO,Chicago,Florida,Canada,Local Pumpkin Festival,1477 Y,1130 I,406,1434,-10,Rouge Vif d'Etampes,567.2102826878025,heavy
2387-P,23,1244.1743774106726,QNNRK,New York,California,USA,Regional Pumpkin Festival,1418 C,1305 K,379,1240,-3,Marina di Chioggia,564.3475441984618,heavy
